amount,is_weekend,previous_balance,is_foreign_transaction,device_type,transaction_time,fraud
456.41571098683517,0.5834896864763836,5430.581960180566,0.37418377747590237,"['mobile', 'desktop', 'tablet']",2024-05-01,0
657.8810212112396,0.20135345277244643,7016.613844011633,1.0,"['mobile', 'desktop', 'tablet']",2024-05-01,1
501.5346089548322,0.3087996784188931,8697.356935295698,0.14309231883363382,"['mobile', 'desktop', 'tablet']",2024-05-01,0
980.3880963251753,0.2837067295848178,1796.9562979285224,1.0,"['mobile', 'desktop', 'tablet']",2024-05-01,1
783.97646265724,0.6055745340601184,396.12710716847636,0.47400461547671546,"['mobile', 'desktop', 'tablet']",2024-05-01,0
582.2830044629109,0.03749105273367104,9727.149498492396,0.1238670046100151,"['mobile', 'desktop', 'tablet']",2024-05-01,0
383.99665416700213,0.5789035187470494,930.7681122886188,0.9564883096074192,"['mobile', 'desktop', 'tablet']",2024-05-01,0
758.8149122592455,0.010512129318849261,5034.8709849456745,0.43945146416895675,"['mobile', 'desktop', 'tablet']",2024-05-01,0
392.17314807240615,0.2755001059817459,8908.978062518052,0.45095935633621365,"['mobile', 'desktop', 'tablet']",2024-05-01,0
797.4019629518183,0.5017408274549191,884.9654998660443,0.8560212556677179,"['mobile', 'desktop', 'tablet']",2024-05-01,0
196.97482189934453,0.7596990327545643,4725.721183869461,0.29811916486762147,"['mobile', 'desktop', 'tablet']",2024-05-01,0
803.0684488963228,0.6988220120704092,4076.6873011070265,0.7840947201977972,"['mobile', 'desktop', 'tablet']",2024-05-01,0
614.0514828507011,0.28989038131497635,5373.79680589569,0.6170446653109427,"['mobile', 'desktop', 'tablet']",2024-05-01,0
261.3102255714264,0.4360728707817544,4038.8522452876027,0.4895522298438273,"['mobile', 'desktop', 'tablet']",2024-05-01,0
399.1545953843369,0.7913397605802356,3640.9146646416525,0.02235726903047275,"['mobile', 'desktop', 'tablet']",2024-05-01,0
590.8264163801794,0.45390589802285464,294.2230292421174,0.714660711627528,"['mobile', 'desktop', 'tablet']",2024-05-01,0
129.60392000423806,0.5971467747439004,7217.924292192525,0.035766385609125595,"['mobile', 'desktop', 'tablet']",2024-05-01,0
239.64975218896677,0.6588213053903424,3737.594059560941,0.2539411485379476,"['mobile', 'desktop', 'tablet']",2024-05-01,0
15.355859867086053,0.9247073216861389,1711.1609981695815,0.18346005849667968,"['mobile', 'desktop', 'tablet']",2024-05-01,0
109.28338907408575,0.8350451464364729,4741.368618285902,0.07798395781981093,"['mobile', 'desktop', 'tablet']",2024-05-01,0
883.233607710335,0.6081160203193838,8022.686472736734,0.7960214899289579,"['mobile', 'desktop', 'tablet']",2024-05-01,0
357.30482901487267,0.290692603606888,8506.928501178163,0.45680312588728367,"['mobile', 'desktop', 'tablet']",2024-05-01,0
289.42974742608175,0.4862874033625961,2295.7582666567446,0.3783163201873492,"['mobile', 'desktop', 'tablet']",2024-05-01,0
932.0960756961816,0.9551805009236628,1530.404999663471,0.9497760056191162,"['mobile', 'desktop', 'tablet']",2024-05-01,0
433.615298541757,0.8363840584180955,9567.23125534395,0.574844378339099,"['mobile', 'desktop', 'tablet']",2024-05-01,0
744.5829482519046,0.8908108878234299,3816.9167130899164,0.36440174587974117,"['mobile', 'desktop', 'tablet']",2024-05-01,0
781.8379890820901,0.04314459643241619,8589.939533101218,0.09214612711529235,"['mobile', 'desktop', 'tablet']",2024-05-01,0
200.86403891317687,0.40041299473256986,9324.805520169348,0.13183373614855998,"['mobile', 'desktop', 'tablet']",2024-05-01,0
162.54340394438427,0.5191677363186081,1981.9638145382519,0.6060091839776925,"['mobile', 'desktop', 'tablet']",2024-05-01,0
370.5043384007103,0.8145851129390754,5917.084928914638,0.681598186998134,"['mobile', 'desktop', 'tablet']",2024-05-01,0
531.2599472981756,0.5096397143253828,7376.449361928024,0.003607525335758255,"['mobile', 'desktop', 'tablet']",2024-05-01,0
149.96935602881425,0.7822691322952526,1098.287196084526,0.8786046887402276,"['mobile', 'desktop', 'tablet']",2024-05-01,0
24.43512378690388,0.8294582262393824,8987.012527815625,0.7073245123025198,"['mobile', 'desktop', 'tablet']",2024-05-01,0
497.6584260979098,0.7783995813345895,3639.2345906072114,0.5242569773946337,"['mobile', 'desktop', 'tablet']",2024-05-01,0
456.9887419272697,0.9085656264055754,8884.286002995672,0.10794201007778426,"['mobile', 'desktop', 'tablet']",2024-05-01,0
624.078649620013,0.9377922399464235,7784.655382255474,0.41457281138850144,"['mobile', 'desktop', 'tablet']",2024-05-01,0
828.6252799500969,0.57846520888122,4888.866859718196,0.7775012893716973,"['mobile', 'desktop', 'tablet']",2024-05-01,0
776.1536763731791,0.41162024021160737,6926.55632364848,1.0,"['mobile', 'desktop', 'tablet']",2024-05-01,1
558.1484712060907,0.8978789710913352,8773.443883559949,0.15887848688317407,"['mobile', 'desktop', 'tablet']",2024-05-01,0
633.6188888058883,0.5239887573020368,4320.744576545592,0.7260066780664135,"['mobile', 'desktop', 'tablet']",2024-05-01,0
127.26722746539221,0.7697215200463396,5068.945043299079,0.021921937774714628,"['mobile', 'desktop', 'tablet']",2024-05-01,0
103.9302441408983,0.22088824555197684,2055.499289239925,0.3735823727731682,"['mobile', 'desktop', 'tablet']",2024-05-01,0
316.57712070281633,0.3415754854016949,608.0477759866665,0.9057852097325425,"['mobile', 'desktop', 'tablet']",2024-05-01,0
309.0884500704544,0.39119249673683576,7943.020140138017,0.3479285895226848,"['mobile', 'desktop', 'tablet']",2024-05-01,0
933.4008172983988,0.45373616393576777,4727.6525339336595,0.004685539527257698,"['mobile', 'desktop', 'tablet']",2024-05-01,0
452.46324238750805,0.13761303988359852,7850.778307031881,0.6893889463552318,"['mobile', 'desktop', 'tablet']",2024-05-01,0
853.2078656174411,0.5199364329368018,6043.822507216644,0.24977150970490714,"['mobile', 'desktop', 'tablet']",2024-05-01,0
291.4373231253481,0.5942883571775028,2791.4558411271255,0.9178844417373957,"['mobile', 'desktop', 'tablet']",2024-05-01,0
873.0711776082611,0.7829902592718597,4431.6911657510045,1.0,"['mobile', 'desktop', 'tablet']",2024-05-01,1
326.1792815998389,0.6517497396028202,742.2710835712095,0.9623928711434204,"['mobile', 'desktop', 'tablet']",2024-05-01,0
395.1103709355458,0.4121193892948789,5490.315913680781,0.13045895382608985,"['mobile', 'desktop', 'tablet']",2024-05-01,0
764.4182809452172,0.8494638144990038,9755.72680845716,0.8889604996642408,"['mobile', 'desktop', 'tablet']",2024-05-01,0
794.0885403235836,0.9340277607576508,2233.792129933867,0.8468800077707754,"['mobile', 'desktop', 'tablet']",2024-05-01,0
898.1156674355772,0.504668930051537,2739.614157454522,0.2138161594361987,"['mobile', 'desktop', 'tablet']",2024-05-01,0
740.2968501717014,0.039216163129279336,9196.090804314761,0.5260443820830517,"['mobile', 'desktop', 'tablet']",2024-05-01,0
167.88140564553902,0.04548694814668619,9534.08828699625,0.7714707986822003,"['mobile', 'desktop', 'tablet']",2024-05-01,0
734.2404546585509,0.8074609413035599,3363.3584177433727,0.4885322269005655,"['mobile', 'desktop', 'tablet']",2024-05-01,0
146.3061344434257,0.8248519725767139,7645.283226475227,0.7915632958202866,"['mobile', 'desktop', 'tablet']",2024-05-01,0
989.6820598427622,0.005555960029233309,6158.689727137036,0.9345911609171749,"['mobile', 'desktop', 'tablet']",2024-05-01,0
356.22176430766405,0.9750441751179554,1000.8935309834669,0.41817634582885066,"['mobile', 'desktop', 'tablet']",2024-05-01,0
962.358304899952,0.5556874197293075,9670.447635748473,0.09035420049789133,"['mobile', 'desktop', 'tablet']",2024-05-01,0
321.11143406141724,0.9547863488706896,443.7861609041944,0.4389703809275083,"['mobile', 'desktop', 'tablet']",2024-05-01,0
992.5591194447367,0.9164540756147681,3133.338171655953,0.12489716439879694,"['mobile', 'desktop', 'tablet']",2024-05-01,0
377.11212075190934,0.7742750042705374,9373.63664420093,0.46433982515676575,"['mobile', 'desktop', 'tablet']",2024-05-01,0
492.397358137613,0.510558235277028,8688.761230086522,0.8471365079950307,"['mobile', 'desktop', 'tablet']",2024-05-01,0
604.8695453465366,0.9450993417064869,5570.835590425375,0.3258021423193812,"['mobile', 'desktop', 'tablet']",2024-05-01,0
614.9978275541731,0.5046511848292905,5505.278895672651,0.3106970583831733,"['mobile', 'desktop', 'tablet']",2024-05-01,0
629.9291744926165,0.831516832083339,5566.562321158876,0.782686230855834,"['mobile', 'desktop', 'tablet']",2024-05-01,0
878.7461707810354,0.6805907957203062,2261.7579150496344,0.7486566993666226,"['mobile', 'desktop', 'tablet']",2024-05-01,0
758.109368600829,0.8483385749751154,1754.4952923378648,0.5772609089530458,"['mobile', 'desktop', 'tablet']",2024-05-01,0
423.1122199109446,0.9157832330121389,9270.298887698256,0.6810531373990127,"['mobile', 'desktop', 'tablet']",2024-05-01,0
906.1239901973274,0.4340090205796867,2166.027038903036,0.31158500288536173,"['mobile', 'desktop', 'tablet']",2024-05-01,0
743.2226691480181,0.564112474567889,7841.103392334393,0.4437233121637455,"['mobile', 'desktop', 'tablet']",2024-05-01,0
289.95417787084307,0.006818379600075475,1981.6384870735744,0.9369740435498102,"['mobile', 'desktop', 'tablet']",2024-05-01,0
35.87496942303323,0.2755191436770721,1064.5715355506545,0.7937596851452493,"['mobile', 'desktop', 'tablet']",2024-05-01,0
557.1290047054403,0.9807392515118635,1609.9410177415657,0.7255502052700652,"['mobile', 'desktop', 'tablet']",2024-05-01,0
537.7069269291422,0.7119949092614473,2653.724546691739,0.14713548090833495,"['mobile', 'desktop', 'tablet']",2024-05-01,0
957.8991815520282,0.7218250833781661,9198.660282450712,0.4687630765173594,"['mobile', 'desktop', 'tablet']",2024-05-01,0
278.4384552955491,0.07411644296926978,4046.793480166731,0.2665117008702592,"['mobile', 'desktop', 'tablet']",2024-05-01,0
736.3114228856847,0.15278531364189119,6293.830453358224,0.21124555084365215,"['mobile', 'desktop', 'tablet']",2024-05-01,0
495.0014188189707,0.1392847459191866,1030.1623837441107,0.5249251115290681,"['mobile', 'desktop', 'tablet']",2024-05-01,0
593.5828034657452,0.6847316548468604,3000.4091287454808,0.8616040381399369,"['mobile', 'desktop', 'tablet']",2024-05-01,0
732.4192732126554,0.6432200598335277,1930.7187136864509,0.7338154962190725,"['mobile', 'desktop', 'tablet']",2024-05-01,0
176.2778018460623,0.22995818590883532,3436.9841159158846,0.32976849928466845,"['mobile', 'desktop', 'tablet']",2024-05-01,0
283.077716071822,0.0625805333923849,4853.163152494022,0.7584305560383298,"['mobile', 'desktop', 'tablet']",2024-05-01,0
649.6260193974668,0.32877083752497294,8736.253706058937,0.38831936441721726,"['mobile', 'desktop', 'tablet']",2024-05-01,0
191.73997571760916,0.18424017328189357,8013.765737974425,0.7291200152177327,"['mobile', 'desktop', 'tablet']",2024-05-01,0
639.6270571599896,0.5585551303356259,1616.4459065262254,0.2803229852332264,"['mobile', 'desktop', 'tablet']",2024-05-01,0
973.5625577440492,0.4666990396807541,1311.6732954385966,0.20446342684177232,"['mobile', 'desktop', 'tablet']",2024-05-01,0
732.0230308228842,0.1290693698683104,9209.399815965024,0.5196708956346925,"['mobile', 'desktop', 'tablet']",2024-05-01,0
975.6030694732164,0.6724361256178815,1068.9155289309276,0.9065826471237531,"['mobile', 'desktop', 'tablet']",2024-05-01,0
873.2904014125278,0.836001683440249,9170.496704826464,1.0,"['mobile', 'desktop', 'tablet']",2024-05-01,1
970.3259259138631,0.4444671870072636,9818.929550336998,0.14010506348359453,"['mobile', 'desktop', 'tablet']",2024-05-01,0
691.3692189927897,0.01896309885680214,3154.8853607643014,0.04281130185494397,"['mobile', 'desktop', 'tablet']",2024-05-01,0
88.51691245173393,0.7356572554592594,3886.412059951916,0.2684251499667183,"['mobile', 'desktop', 'tablet']",2024-05-01,0
428.3915284154874,0.6215632047935536,9832.960552524086,0.5035727346923874,"['mobile', 'desktop', 'tablet']",2024-05-01,0
495.1707337931087,0.4878338756856717,1357.0355849941666,0.1578031451710623,"['mobile', 'desktop', 'tablet']",2024-05-01,0
205.6065551667998,0.03266894361286554,8659.37893497961,0.5623312948094148,"['mobile', 'desktop', 'tablet']",2024-05-01,0
122.06914420961299,0.3438738965783512,7028.218505645649,0.44280409742397675,"['mobile', 'desktop', 'tablet']",2024-05-01,0
569.8896463629703,0.3166956208088807,6370.710831044686,0.9497463416609145,"['mobile', 'desktop', 'tablet']",2024-05-01,0
663.2086799447846,0.38565023924058595,1220.3476137422813,0.7668838576902511,"['mobile', 'desktop', 'tablet']",2024-05-01,0
956.3750567946774,0.7258476573585813,7613.177411122624,0.3277336734607301,"['mobile', 'desktop', 'tablet']",2024-05-01,0
438.82325971680933,0.5341188265494813,2898.0797520003644,0.21572669840386283,"['mobile', 'desktop', 'tablet']",2024-05-01,0
787.6650802910275,0.9212775094889022,4930.7322876209955,0.9445239585796331,"['mobile', 'desktop', 'tablet']",2024-05-01,0
629.5838756264008,0.2648090729462337,6681.053012144637,0.0009576797628459977,"['mobile', 'desktop', 'tablet']",2024-05-01,0
620.9685827725159,0.9645108560619954,9204.433120781223,0.7351566087148735,"['mobile', 'desktop', 'tablet']",2024-05-01,0
210.31985140443996,0.5195144683523467,6542.639167993839,0.26609372887525384,"['mobile', 'desktop', 'tablet']",2024-05-01,0
941.0566253873179,0.04309104136242048,973.4670438527926,0.02514294542466744,"['mobile', 'desktop', 'tablet']",2024-05-01,0
788.50294574023,0.8641472733651695,2288.7376403025464,0.08140551416543784,"['mobile', 'desktop', 'tablet']",2024-05-01,0
60.86344099922064,0.1065868189157595,5688.351430824108,0.5489253176302494,"['mobile', 'desktop', 'tablet']",2024-05-01,0
935.1120383882309,0.13094842821580477,5619.33242612184,0.1536048646236915,"['mobile', 'desktop', 'tablet']",2024-05-01,0
528.3912595145296,0.03259693426596133,9036.840886489492,0.8557300729593152,"['mobile', 'desktop', 'tablet']",2024-05-01,0
142.592519679858,0.8899230934868164,3911.697545203725,0.19614377954838857,"['mobile', 'desktop', 'tablet']",2024-05-01,0
717.5790570922202,0.7611322130715755,7185.74329315289,0.895205467447564,"['mobile', 'desktop', 'tablet']",2024-05-01,0
597.0265078044631,0.9767116786030797,3031.462483131256,0.9350783511605376,"['mobile', 'desktop', 'tablet']",2024-05-01,0
168.12788569482944,0.5814311065703213,3567.087275189921,0.4582054605545941,"['mobile', 'desktop', 'tablet']",2024-05-01,0
648.5038489253071,0.3871794214454659,1208.023049529098,0.9568241069306839,"['mobile', 'desktop', 'tablet']",2024-05-01,0
405.89715892145205,0.4208101479985864,2978.9574804716804,0.2639870418227862,"['mobile', 'desktop', 'tablet']",2024-05-01,0
295.50429514745457,0.8434971883607287,4258.065418942945,0.8843514796200128,"['mobile', 'desktop', 'tablet']",2024-05-01,0
